RollerCoaster	<http://nl.dbpedia.org/property/sluiting>                   	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/closingDate>                   
Presenter	<http://nl.dbpedia.org/property/overleden>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
Scientist	<http://nl.dbpedia.org/property/overleden>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
Person	<http://nl.dbpedia.org/property/geboortedatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
Pope	<http://nl.dbpedia.org/property/geboren>                    	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
OfficeHolder	<http://nl.dbpedia.org/property/geboortedatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
Saint	<http://nl.dbpedia.org/property/zaligverklaringDatum>       	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/beatifiedDate>                 
Municipality	<http://nl.dbpedia.org/property/populatiedatum>             	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/populationDate>                
SoccerClub	<http://nl.dbpedia.org/property/oprichting>                 	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/formationDate>                 
Presenter	<http://nl.dbpedia.org/property/geboren>                    	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
ComicStrip	<http://nl.dbpedia.org/property/eerstedruk>                 	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/firstPublicationDate>          
Settlement	<http://nl.dbpedia.org/property/datum>                      	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/populationAsOf>                
PowerStation	<http://nl.dbpedia.org/property/beginBouw>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/buildingStartDate>             
Priest	<http://nl.dbpedia.org/property/overlijdensdatum>           	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
Wrestler	<http://nl.dbpedia.org/property/overlijdensdatum>           	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
Politician	<http://nl.dbpedia.org/property/eindPeriode>                	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/activeYearsEndDate>            
CyclingRace	<http://nl.dbpedia.org/property/datum>                      	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/date>                          
BasketballPlayer	<http://nl.dbpedia.org/property/overlijdensdatum>           	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
PoliticalParty	<http://nl.dbpedia.org/property/opheffing>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/extinctionDate>                
Organisation	<http://nl.dbpedia.org/property/ontstaansdatum>             	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/formationDate>                 
Book	<http://nl.dbpedia.org/property/uitgiftedatumOrigineel>     	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/publicationDate>               
Settlement	<http://nl.dbpedia.org/property/census>                     	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/populationAsOf>                
SpeedSkater	<http://nl.dbpedia.org/property/overlijdensdatum>           	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
MusicalArtist	<http://nl.dbpedia.org/property/overleden>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
MusicalWork	<http://nl.dbpedia.org/property/premi\u00E8re>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/releaseDate>                   
ConcentrationCamp	<http://nl.dbpedia.org/property/gesloten>                   	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/closingDate>                   
